Budget: 10.0, verticies: 21, edges: 42, GV: -11.817453916257655, runtime(S): 13.227, resources: [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 10.0, verticies: 21, edges: 42, GV: -11.817453916257655, runtime(S): 12.88, resources: [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 10.0, verticies: 21, edges: 42, GV: -11.817453916257655, runtime(S): 13.288, resources: [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 10.0, verticies: 21, edges: 42, GV: -11.817453916257655, runtime(S): 14.472, resources: [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 10.0, verticies: 21, edges: 42, GV: -11.817453916257655, runtime(S): 15.58, resources: [0.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 44, GV: -3.4239605044071597, runtime(S): 56.173, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -3.5908350005874303, runtime(S): 16.723, resources: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 44, GV: -3.4800000000000004, runtime(S): 210.84, resources: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 44, GV: -2.4592488051153847, runtime(S): 15.646, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -7.268433489874669, runtime(S): 19.121, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 44, GV: -7.902712206323113, runtime(S): 17.342, resources: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -4.698301835113669, runtime(S): 12.208, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -6.778858858858859, runtime(S): 24.828, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -2.159101948279467, runtime(S): 51.051, resources: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 42, GV: -4.419271226861189, runtime(S): 29.788, resources: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
Budget: 15.0, verticies: 21, edges: 48, GV: -4.691860465116281, runtime(S): 115.113, resources: [1.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 20.0, verticies: 21, edges: 42, GV: -2.10923584387026, runtime(S): 32.728, resources: [0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
Budget: 20.0, verticies: 21, edges: 42, GV: -3.812869565217392, runtime(S): 245.673, resources: [2.0, 0.0, 1.0, 0.0, 0.0, 0.0]
Budget: 20.0, verticies: 21, edges: 44, GV: -2.610000000000002, runtime(S): 42.894, resources: [0.0, 0.0, 2.0, 0.0, 0.0, 0.0]
Budget: 20.0, verticies: 21, edges: 42, GV: -6.402768323122306, runtime(S): 41.158, resources: [2.0, 0.0, 1.0, 0.0, 0.0, 0.0]
